family,genus,species,museum,date,year,country,location,latitude,longitude,reference,holotype,checked
Rhinolophidae,Rhinolophus,guineensis,ZFMK2009.0022,NA,2008,Guinea,Simandou WSp,8.5574,-8.9213,Decher et al. 2015,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2002,Guinea,Simandou mountains (Pic de Fon),8.5167,-8.9333,Fahr & Ebigbo 2003,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2002,Guinea,Simandou mountains (Pic de Fon),8.5333,-8.9,Fahr & Ebigbo 2003,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2003,Guinea,"Dere FC, Gopoula camp",7.6,-8.2167,Fahr et al. 2006,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,NA,Guinea,Kindia,10.0667,-12.85,Fahr et al. 2006,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2003,Guinea,"Mt Bero FC, campsite",8.1333,-8.5667,Fahr et al. 2006,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,NA,Guinea,Ziama,8.2,-9.3333,Fahr et al. 2006,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,1981,Guinea,"Kindia, Mangamoria cave",10.0667,-12.85,Konstantinov et al. 2000,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2007,Guinea,Foye,10.308,-12.275,Weber & Fahr 2007,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2007,Guinea,Koba,10.617,-12.333,Weber & Fahr 2007,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2007,Guinea,Mali,12.067,-12.283,Weber & Fahr 2007,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2007,Guinea,Saala,11.3,-12.51,Weber & Fahr 2007,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2007,Guinea,Sougeta,10.15,-12.52,Weber & Fahr 2007,NA,NA
Rhinolophidae,Rhinolophus,guineensis,AMNH,NA,1983,Liberia,Voinjama,8.4,-9.7667,Koopman 1989,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,NA,Liberia,Wonegizi Mts,8.0333,-9.4833,Koopman et al. 1995,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,1975,Senegal,Dittacounda,12.5667,-15.6667,Bohme & Hutterer 1978,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2006,Sierra Leone,Bumbuna camp,9.0833,-11.7167,Decker et al. 2010,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2006,Sierra Leone,Kafogo,9.395,-11.7283,Decker et al. 2010,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,2006,Sierra Leone,Kakutan,9.1617,-11.705,Decker et al. 2010,NA,NA
Rhinolophidae,Rhinolophus,guineensis,NA,NA,NA,Sierra Leone,NA,8.87,-12.12,Grubb et al. 1998,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,MCZ,1917-04-21,1917,Tanzania,"Tanganyika Terr. (now Tanzania), Kongwa; 97 km E of Dodoma; 06°12'S 36°25'E.",-6.1965,36.4139,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,1991-07-15,1991,Tanzania,"West Usambara Mts, 12.5 km NW Korogwe, Ambangulu Tea Estate",-5.0667,38.4167,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,1993-08-28,1993,Tanzania,"Gonja Forest Reserve, 2 km SW Gonja Maore",-4.2667,38.0333,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,1996-08-03,1996,Tanzania,"Uluguru Mts, Uluguru North Forest Reserve, 3 km W, 1.3 km N Tegetero",-6.9292,37.7056,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,1998-06-09,1998,Tanzania,Kihansi gorge,-8.575,35.8417,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,2000-08-06,2000,Tanzania,"Nguu Mts, Nguru North Forest Reserve, approx 6 km S, 2.5 km E Gombero",-5.4815,37.4651,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,2007-08-10,2007,Tanzania,Amboni Caves,-5.0727,39.0485,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,2011-08-26,2011,Tanzania,"Ruaha National Park, Isunkavyola Plateau, Kilola Star",-7.7071,34.0305,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH233829,2017-02-08,2017,Kenya,"Mwingi, Mwalo Dam",-1.019,38.326,P. Webala Unpublished,NA,Yes
Rhinolophidae,Rhinolophus,hildebrandtii,MHNG,NA,1969,Burundi,Kanyinya,-2.5833,30.0833,Niort 1970,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,MHNG,NA,1970,Burundi,Makamba,-4.1333,29.8167,Niort 1970,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,MHNG,NA,1970,Burundi,Mpinga,-3.7333,30.1667,Niort 1970,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,RMCA,NA,1957,Democratic Republic of Congo,Gangala-na-Bodio,3.71,29.29,Van Cakenberghe et al. 2017,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Ethiopia,Koffole,7.0833,38.7833,Largen et al. 1974,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,BMNH,NA,1972,Ethiopia,Melkay Manna,6.75,40.75,Largen et al. 1974,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,1986,Ethiopia,Katcha,6.7,39.7333,Yalden et al. 1996,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Athi River,-1.45,36.9833,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,"Barberton cave, Kitale",1.0167,35,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Diani,-4.3,39.5667,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Kibwezi,-2.4167,37.9667,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,"Kimakia cave, N Chyulu Hills",-2.3333,37.7333,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,"Koru, Legetet Hill cave",-0.1833,35.2667,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Machakos,-1.5167,37.2667,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Masalani,-2.3167,38.1167,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Mount Elgon,1.1333,34.55,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Mount Mbololo,-3.2833,38.4667,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Mount Suswa,-1.15,36.35,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Mtito Andei,-2.6833,38.1667,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,N Uaso Nyiro,0.5,36.9167,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Nakuru,-0.2833,36.0667,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Ndi,-3.2333,38.5,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Ol Donyo Sabuk,-1.1333,37.25,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Ribe,-3.8833,39.6333,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Taita,-3.4167,38.3333,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Ulukenia Hills,-1.4667,37.05,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Kenya,Voi,-3.3833,38.5667,Aggundey & Schlitter 1984,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,BMNH 1879.1.21.1,NA,1877,Kenya,Taita,-3.23,38.5,Van Cakenberghe & Seamark 2022,Holotype,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Somalia,Zona de Rahanuin,4.25,42.8167,Funaioli 1959,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,NA,NA,South Sudan,Lokwi (Nimule NE),3.9167,32.25,Koopman 1975,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Tanzania,Udzungwa mts,-7.8167,36.8833,Rovero & De Luca 2007,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,FMNH,NA,NA,Tanzania,"Usambara mts E, Kwamgumi",-4.9417,38.7333,Stanley et al. 2005b,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Tanzania,Kongwa,-6.1833,36.4167,Swynnerton & Hayman 1951,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Tanzania,Magroto,-5.1167,38.75,Swynnerton & Hayman 1951,NA,NA
Rhinolophidae,Rhinolophus,hildebrandtii,NA,NA,NA,Tanzania,Mpwapwa,-6.3667,36.5,Swynnerton & Hayman 1951,NA,NA
Rhinolophidae,Rhinolophus,hilli,ZMZ126639,1964-08-25,1964,Rwanda,Uwinka,-2.4833,29.2,Van Cakenberghe et al. 2017,Holotype,NA
Rhinolophidae,Rhinolophus,hilli,RMCA82.006-M-0001,1981-10-19,1981,Rwanda,Ruta Bansugera,-2.4167,29.1667,Baeten et al. 1984,NA,NA
Rhinolophidae,Rhinolophus,hilli,BCI,NA,NA,Rwanda,Nyungwe National Park | Nshili,-2.75,29.4,GBIF,NA,NA
Rhinolophidae,Rhinolophus,hillorum,DM12596,2010-12-29,2010,Liberia,"Nimba, Tokadeh, adit 1",7.462,-8.677,Monadjem et al. 2016,NA,NA
Rhinolophidae,Rhinolophus,hillorum,DM13211,2011-12-27,2011,Liberia,"East Nimba NR, near Old Mine",7.5285,-8.527,Monadjem et al. 2016,NA,NA
Rhinolophidae,Rhinolophus,hillorum,NA,NA,NA,Cameroon,Mount Manenguba (Lake),5.0333,9.8333,Hill 1968,NA,NA
Rhinolophidae,Rhinolophus,hillorum,NA,NA,NA,Cameroon,NA,5.97,9.87,Monadjem & Fahr 2007,NA,NA
Rhinolophidae,Rhinolophus,hillorum,NA,NA,2003,Guinea,"Diecke FC, bridge 2",7.5,-8.85,Fahr et al. 2006,NA,NA
Rhinolophidae,Rhinolophus,hillorum,BMNH 79.459,NA,NA,Liberia,Tokadeh,7.45,-8.65,Koopman 1989,NA,NA
Rhinolophidae,Rhinolophus,hillorum,AMNH 257044,NA,1982,Liberia,Voinjama,8.416,-9.58,Koopman 1989,Holotype,NA
Rhinolophidae,Rhinolophus,hillorum,NA,NA,2005,Liberia,Gola Forest,7.45,-10.6667,Monadjem & Fahr 2007,NA,NA
Rhinolophidae,Rhinolophus,hillorum,TTU150319,NA,2015,Nigeria,"Cross River NP, site12",6.2994,8.9975,Tanshi et al. 2021,NA,NA
Rhinolophidae,Rhinolophus,hillorum,NA,NA,2009,Sierra Leone,"Gola North, Lalehun",7.65,-10.9742,Weber & Fahr 2009,NA,NA
Rhinolophidae,Rhinolophus,hillorum,NA,NA,2009,Sierra Leone,"Gola South, Mahoi River bridge",7.3833,-11.2017,Weber & Fahr 2009,NA,NA
Rhinolophidae,Rhinolophus,hillorum,NA,NA,2009,Sierra Leone,"Gola South, Sileti",7.3707,-11.2617,Weber & Fahr 2009,NA,NA
Rhinolophidae,Rhinolophus,hillorum,NA,NA,2009,Sierra Leone,"Gola, Extension II",7.8367000000000004,-10.6433,Weber & Fahr 2009,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2013,Algeria,Afenssou,37.01,6.26,Ahmim & Oubaziz 2017,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,NA,Algeria,Annaba,36.92,7.75,Ahmim & Oubaziz 2017,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,NA,Algeria,"Belezma NP, Hamla",35.55,6.067,Ahmim & Oubaziz 2017,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2015,Algeria,Boumoussa,37.02,6.5,Ahmim & Oubaziz 2017,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2012,Algeria,Filfila,36.88,7.167,Ahmim & Oubaziz 2017,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2015,Algeria,Laghouat,33.5,2.167,Ahmim & Oubaziz 2017,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,NA,Djibouti,Foret du Day,11.766,42.658,Pearch et al. 2001,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,1943,Egypt,Al Arbaein,28.533,33.967,Benda et al. 2020,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2005,Egypt,"Janub Sina, Ain Sudr",29.817,33.117,Benda et al. 2020,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,1953,Egypt,"Wadi Feiran, Feiran Oasis",28.7,33.633,Benda et al. 2020,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2006,Egypt,"Wadi Klar, Abu Dagash",28.583,33.917,Benda et al. 2020,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,NA,Eritrea,Keren,15.7667,38.45,Largen et al. 1974,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,BMNH,NA,1970,Ethiopia,Garibaldi Pass - Awash National Park,8.8,39.7,Largen et al. 1974,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,NA,Ethiopia,Lake Baa-sa-ka,8.8667,39.8667,Largen et al. 1974,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,1800,France,"""France""",NA,NA,Van Cakenberghe & Seamark 2022,Holotype,NA
Rhinolophidae,Rhinolophus,hipposideros,NMP,NA,2010,Morocco,"Gorges du Dades, 5km NW of Ait-Ali",31.517,-5.933,Benda et al. 2012,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NMP,NA,2008,Morocco,Takoumit cave,32.083,-3.767,Benda et al. 2012,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,BMNH,NA,NA,Sudan,Sennar,13.5833,33.6333,Koopman 1975,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,1991,Tunisia,Ichkeul NP,37.133,9.683,Dalhoumi et al. 2011,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2004,Tunisia,"Nefza, pine fores",36.983,8.967,Dalhoumi et al. 2011,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2012,Tunisia,"Ain Drahem, Hotel des chenes",36.717,8.667,Puechmaille et al. 2012,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2004,Tunisia,"Ain Sebaa, 5km NE",36.983,8.95,Puechmaille et al. 2012,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2012,Tunisia,"Djebel Gloub Thirane, 10km We of Fernana",36.65,8.6,Puechmaille et al. 2012,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2011,Tunisia,"Sidi Amer grotte, NE of El Haouriya",37.1,11.05,Puechmaille et al. 2012,NA,NA
Rhinolophidae,Rhinolophus,hipposideros,NA,NA,2012,Tunisia,Zaghouan mines,36.383,10.133,Puechmaille et al. 2012,NA,NA
Rhinolophidae,Rhinolophus,landeri,MCZ,1924-12-31,1924,Cameroon,Lolodorf,3.2323,10.7301,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,MHNG,1954-06-05,1954,Cameroon,"Ngam, 10 Km SSW Sangmelima/South Province",2.7833,11.9,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,USNM,1966-06-12,1966,Nigeria,Shagunu,10.3333,4.4667,Happold 1987,NA,NA
Rhinolophidae,Rhinolophus,landeri,USNM,1967-05-30,1967,Nigeria,Dada,11.5667,4.4833,Happold 1987,NA,NA
Rhinolophidae,Rhinolophus,landeri,MSB,1967-08-02,1967,Equatorial Guinea,"Bioko Island, Moka",3.3333,8.6667,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,USNM,1967-08-10,1967,Ghana,"Nkawkaw, 1 Mi N",6.55,-0.73,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,USNM,1967-08-23,1967,Ghana,"Prince's Town, 7 Mi N",4.85,-2.07,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,USNM,1967-08-25,1967,Ghana,"Axim, San Antanio Castle",4.87,-2.27,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,USNM,1967-11-12,1967,Ghana,Krobo Mountain,6.08,0.05,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,FMNH,1969-08-02,1969,Ivory Coast,"Bou R, near Kadioa",8.9667,-5.8833,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,ROM,1969-09-13,1969,Cameroon,7 mi N of Kribi,2.9333,9.9333,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,ROM,1970-02-09,1970,Cameroon,34 km S of Yoko,5.5333,12.3167,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,USNM,1977-01-01,1977,Sierra Leone,"Hamilton Village, Freetown",8.5,-13.2833,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,ROM,1978-07-11,1978,Ivory Coast,Lamto Ecology Station,6.2167,-5.0333,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,BMNH,1980-02-17,1980,Nigeria,Kagoro,9.6,8.3833,Happold 1987,NA,NA
Rhinolophidae,Rhinolophus,landeri,ROM,1981-07-05,1981,Nigeria,Yankari GR,9.75,10.5,Happold 1987,NA,NA
Rhinolophidae,Rhinolophus,landeri,ROM,1985-11-16,1985,Central African Republic,"Basse Kotto; Sounda, Grotte de Mbagou, 8 Km nord Sounda",4.7333,21.2333,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,ROM,1985-11-30,1985,Central African Republic,Basse Kotto; Seriki,4.7666,21.75,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,FMNH,2000-02-27,2000,Gabon,"Reserve de la Moukalaba, 12.2 km NW Doussala",-2.2833,10.4972,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,FMNH,2000-03-18,2000,Gabon,"Aire d'Exploitation Rationelle de Faune des Monts Doudou, 25.2 km NW Doussala",-2.2278,10.3944,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,UFHB,2008-02-01,2008,Ivory Coast,Dibi,5.65,-2.9833,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,UFHB,2008-02-01,2008,Ivory Coast,Parc national de la marahoué,7.0969,-6.0256,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,UFHB,2008-02-01,2008,Ivory Coast,Réserve de Lamto,6.2125,-5.0122,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,DM12593,2010-12-26,2010,Liberia,"Nimba, Coldwater",7.413,-8.5906,Monadjem et al. 2016,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,2014-09-01,2014,Benin,Wari- Maro,9.1666,2.1666,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,2014-09-01,2014,Benin,Pendjari,10.9333,1.1166,Monadjem et al. 2020,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,2014-09-01,2014,Benin,Tanougou,10.6166,1.2666,Monadjem et al. 2020,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,2021-10-11,2021,Ghana,Dompem,5.0647,-2.0941,C. Montauban Unpublished,NA,Yes
Rhinolophidae,Rhinolophus,landeri,ENMNH EQ054,2024-01-29,2024,Equatorial Guinea,"Bioko, Pico Basile",3.623,8.797,"A. Monadjem, M. Mamba, I. Tanshi, L. Torrent Unpublished",NA,Yes
Rhinolophidae,Rhinolophus,landeri,ENMNH EQ056,2024-01-30,2024,Equatorial Guinea,"Bioko, Pico Basile",3.6299,8.8089,"A. Monadjem, M. Mamba, I. Tanshi, L. Torrent Unpublished",NA,Yes
Rhinolophidae,Rhinolophus,landeri,ENMNH EQ055,2024-01-30,2024,Equatorial Guinea,"Bioko, Pico Basile",3.6376,8.8205,"A. Monadjem, M. Mamba, I. Tanshi, L. Torrent Unpublished",NA,Yes
Rhinolophidae,Rhinolophus,landeri,NA,NA,1968,Benin,Diho,8.0833,2.5167,Robbins 1980,NA,NA
Rhinolophidae,Rhinolophus,landeri,SMF,NA,1980,Burkina Faso,Diebougou,10.9167,-3.25,Koch-Weser 1984,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1972,Burkina Faso,Barga,13.85,-2.2,Koopman et al. 1978,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1972,Burkina Faso,Konankira,12.9,-3.8833,Koopman et al. 1978,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1972,Burkina Faso,Natiaboani,11.7,0.5,Koopman et al. 1978,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1972,Burkina Faso,Nayoure,12.25,0.2667,Koopman et al. 1978,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Cameroon,Badchama,6.2,9.6167,Aellen 1952,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1947,Cameroon,Kribi,2.9667,9.9167,Aellen 1952,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Cameroon,Mamfe,5.7833,9.3,Aellen 1952,NA,NA
Rhinolophidae,Rhinolophus,landeri,MHNG,NA,NA,Cameroon,"à 6 km au NNW de Sangmelima, Foulassi/South Province",2.9833,11.9667,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,FMNH 240681,NA,2019,Cameroon,"Mbammikom, camp 2",3.9693,11.3807,Grunwald et al. 2024,NA,NA
Rhinolophidae,Rhinolophus,landeri,FMNH 241864,NA,2022,Cameroon,"Mbammikom, camp 7",4.043,11.3896,Grunwald et al. 2024,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,2018,Cameroon,Malantouen.2,5.7643,11.2904,Manfothang et al. 2021,NA,Yes
Rhinolophidae,Rhinolophus,landeri,NA,NA,2018,Cameroon,Malantouen.2,5.7643,11.2904,Manfothang et al. 2021,NA,Yes
Rhinolophidae,Rhinolophus,landeri,NA,NA,2018,Cameroon,Nkong.ni.3,5.5612,10.0743,Manfothang et al. 2021,NA,Yes
Rhinolophidae,Rhinolophus,landeri,SMNS,NA,1938,Cameroon,Bimbia,3.97,9.2333,Mongombe et al. 2020,NA,Yes
Rhinolophidae,Rhinolophus,landeri,SMNS,NA,1938,Cameroon,Buea,4.15,9.2333,Mongombe et al. 2020,NA,Yes
Rhinolophidae,Rhinolophus,landeri,NA,NA,2016,Cameroon,"Mount Cameroon, station 5",4.1363,9.2095,Mongombe et al. 2020,NA,Yes
Rhinolophidae,Rhinolophus,landeri,NA,NA,2016,Cameroon,"Mount Cameroon, station 6",4.1386,9.1993,Mongombe et al. 2020,NA,Yes
Rhinolophidae,Rhinolophus,landeri,ZMB,NA,1954,Cameroon,Victoria (=Limbe),4.0167,9.2,Mongombe et al. 2020,NA,Yes
Rhinolophidae,Rhinolophus,landeri,NA,NA,1978,Central African Republic,N'dele (Sultan Senoussi),8.55,20.6,Schlitter et al. 1982,NA,NA
Rhinolophidae,Rhinolophus,landeri,UNM,NA,1967,Equatorial Guinea,Bolondo,1.3,9.7,Jones 1971,NA,NA
Rhinolophidae,Rhinolophus,landeri,UNM,NA,1967,Equatorial Guinea,Ikunde (Bata),1.85,9.7667,Jones 1971,NA,NA
Rhinolophidae,Rhinolophus,landeri,UNM,NA,1967,Equatorial Guinea,Moka,1.65,10.3,Jones 1971,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1964,Gabon,Belinga,1.2167,13.1667,Brosset 1966b,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1964,Gabon,Bengoue,-0.9667,9.1833,Brosset 1966b,NA,NA
Rhinolophidae,Rhinolophus,landeri,MHNG,NA,NA,Gabon,Ngomo (=Ngoômo) sur l’Ogooué/Province du Moyen-Ogooué,-0.8169,9.9498,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Ghana,NA,5.87,0.12,Grubb et al. 1998,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Ghana,NA,6.87,0.37,Grubb et al. 1998,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Ghana,NA,7.62,0.37,Grubb et al. 1998,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Ghana,NA,7.62,1.12,Grubb et al. 1998,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Ghana,NA,7.87,-2.12,Grubb et al. 1998,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Ghana,NA,9.37,-1.87,Grubb et al. 1998,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Ghana,NA,9.62,-1.87,Grubb et al. 1998,NA,NA
Rhinolophidae,Rhinolophus,landeri,ZFMK2009.0021,NA,2008,Guinea,Simandou PdFk,8.4931,-8.8967,Decher et al. 2015,NA,NA
Rhinolophidae,Rhinolophus,landeri,ZFMK2008.0282,NA,2008,Guinea,Simandou W1,8.5489,-8.8941,Decher et al. 2015,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1956,Guinea,Kindia,10.0667,-12.85,Eisentraut & Knorr 1957,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1956,Guinea,Kolente,10.1,-12.6167,Eisentraut & Knorr 1957,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1956,Guinea,Nyembaro,10.0833,-12.5,Eisentraut & Knorr 1957,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,1956,Guinea,Tahire,9.85,-12.7833,Eisentraut & Knorr 1957,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,2002,Guinea,Simandou mountains (Pic de Fon),8.5167,-8.9333,Fahr & Ebigbo 2003,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,2000,Ivory Coast,Comoe NP,8.75,-3.8167,Fahr & Kalko 2011,NA,NA
Rhinolophidae,Rhinolophus,landeri,MHNG,NA,NA,Ivory Coast,NA,6.85,-5.3,GBIF,NA,NA
Rhinolophidae,Rhinolophus,landeri,SMNS38565,NA,2005,Liberia,Zwedru,6.0667,-8.1333,Monadjem & Fahr 2007,NA,NA
Rhinolophidae,Rhinolophus,landeri,NA,NA,NA,Mauritania,NA,17.5467,-14.6944,Brito et al. 2022,NA,NA
